birleştirmek	V;NEC;PST;POS;DECL;NOM-2;NOM-SG	birleştirmeliydin
kovulmak	V;IND;FUT;INTR;POS;NOM-1;NOM-PL	kovulacak mıyız
şamarlamak	V;IND;PRS;PROG;NEG;DECL;NOM-3;NOM-PL	şamarlamıyorlar
sunulmak	V;IND;PST;HAB;INTR;POS;NOM-2;NOM-PL	sunulur muydunuz
concon	N;DAT(PL;PSS-1;PSS-PL	conconlarımıza
imrenmek	V;INFR;FUT;PERF;POS;DECL;NOM-2;NOM-SG	imrenmiş olacaksın
geğirmek	V;INFR;FUT;PERF;NEG;DECL;NOM-2;NOM-SG	geğirmiş olmayacaksın
süründürtmek	V;INFR;PST;PERF;NEG;DECL;NOM-3;NOM-SG	süründürtmemişti
mağara	N;ABL-SG	mağaradan
izlemek	V;NEC;PRS;POS;DECL;NOM-2;NOM-SG	izlemelisin
eğilmek	V;IND;PST;INTR;POS;NOM-1;NOM-SG	eğildim mi
yumurtalık	N;GEN(PL;PSS-1;PSS-PL	yumurtalıklarımızın
germek	V;IND;FUT;PRSP;NEG;INTR;NOM-3;NOM-SG	gerecek olmayacak mı
konmak	V;IND;PST;PRSP;NEG;DECL;NOM-1;NOM-SG	konmayacaktım
geliştirmek	V;NEC;PRS;POS;DECL;NOM-1;NOM-SG	geliştirmeliyim
ikilem	N;ACC(SG;PSS-3;PSS-SG	ikilemini
mermi	N;SG;INFR;PST;NOM-3;NOM-SG	mermiymiş
bükmemek	V;NEC;INFR;PST;NEG;DECL;NOM-2;NOM-SG	bükmememeliymişsin
karar vermek	V;NEC;INFR;PRS;PROG;POS;DECL;NOM-2;NOM-SG	karar veriyor olmalıymışsın
büyücü	N;GEN(SG;PSS-1;PSS-PL	büyücümüzün
sinir hücresi	N;NOM-PL	sinir hücreleri
büzük	N;ABL(SG;PSS-2;PSS-SG	büzüğünden
ölçülmek	V;INFR;PRS;HAB;NEG;DECL;NOM-1;NOM-PL	ölçülmezmişiz
körfez	N;GEN(PL;PSS-1;PSS-PL	körfezlerimizin
güreşçi	N;SG;INFR;PST;NOM-3;NOM-SG	güreşçiymiş
pay	N;ACC(SG;PSS-2;PSS-SG	payını
konmak	V;IND;PRS;HAB;POS;DECL;NOM-2;NOM-PL	konarsınız
aşure	N;ACC(SG;PSS-3;PSS-SG	aşuresini
kurumak	V;IND;PRS;HAB;INTR;POS;NOM-2;NOM-PL	kurur musunuz
fortlamak	V;IND;FUT;PROG;NEG;INTR;NOM-3;NOM-PL	fortluyor olmayacaklar mı
kovmamak	V;INFR;PST;POS;DECL;NOM-2;NOM-PL	kovmamışsınız
öpüşmek	V;INFR;FUT;HAB;POS;DECL;NOM-2;NOM-PL	öpüşür olacakmışsınız
koleksiyon	N;ABL-SG	koleksiyondan
ikilem	N;ABL(PL;PSS-3;PSS-SG	ikilemlerinden
köfte	N;ACC(PL;PSS-1;PSS-PL	köftelerimizi
canlandırılmak	V;IND;PST;HAB;PROG;INTR;POS;NOM-1;NOM-SG	canlandırılıyor olur muydum
yıkamak	V;IND;PST;PERF;POS;DECL;NOM-1;NOM-SG	yıkadıydım
İngilizceleştirmek	V;NEC;PRS;PROG;INTR;POS;NOM-2;NOM-SG	İngilizceleştiriyor olmalı mısın
bıkmak	V;IND;FUT;PROG;NEG;DECL;NOM-3;NOM-PL	bıkıyor olmayacaklar
idadi	N;ACC-PL	idadileri
gizlemek	V;INFR;FUT;PERF;NEG;INTR;NOM-2;NOM-PL	gizlemiş olmayacak mısınız
artmak	V;INFR;FUT;NEG;DECL;NOM-3;NOM-SG	artmayacakmış
horlamak	V;IND;PST;NEG;INTR;NOM-2;NOM-SG	horlamadın mı
psikoterapi	N;LOC(PL;PSS-2;PSS-PL	psikoterapilerinizde
boğmak	V;IND;PST;PRSP;PROG;NEG;INTR;NOM-2;NOM-SG	boğuyor olmayacak mıydın
boy ölçüşmek	V;IND;PST;PROG;NEG;DECL;NOM-1;NOM-PL	boy ölçüşmüyorduk
brokoli	N;ABL(SG;PSS-2;PSS-PL	brokolinizden
albüm	N;LOC(PL;PSS-2;PSS-PL	albümlerinizde
kaynaştırtılmak	V;IND;PST;HAB;POS;DECL;NOM-3;NOM-SG	kaynaştırtılırdı
mermi	N;ABL-SG	mermiden
taç yaprak	N;LOC(PL;PSS-1;PSS-PL	taç yapraklarımızda
süründürtmek	V;INFR;PST;NEG;INTR;NOM-1;NOM-PL	süründürtmemiş miyiz
dolap çevirmek	V;IND;FUT;INTR;POS;NOM-2;NOM-PL	dolap çevirecek misiniz
tercüman	N;PL;INFR;PST;NOM-3;NOM-SG	tercümanlarmış
kurumak	V;INFR;FUT;POS;DECL;NOM-3;NOM-PL	kuruyacaklarmış
buluşmak	V;IND;PRS;PROG;POS;DECL;NOM-1;NOM-PL	buluşuyoruz
tükenmek	V;INFR;PST;POS;DECL;NOM-2;NOM-PL	tükenmişsiniz
elmas	N;DAT(SG;PSS-3;PSS-SG	elmasına
ettirtmek	V;IND;PST;HAB;NEG;DECL;NOM-1;NOM-SG	ettirtmezdim
dizmek	V;IND;PST;PRSP;PROG;NEG;INTR;NOM-1;NOM-PL	diziyor olmayacak mıydık
dilber	N;ABL(PL;PSS-2;PSS-SG	dilberlerinden
koyulaşmak	V;IND;PST;PROG;NEG;INTR;NOM-2;NOM-PL	koyulaşmıyor muydunuz
konferans	N;DAT(SG;PSS-2;PSS-PL	konferansınıza
cezve	N;LOC-PL	cezvelerde
uymak	V;INFR;PST;SG;NEG;DECL;NOM-2	uymamışmışsın
şamarlamak	V;INFR;FUT;PROG;NEG;INTR;NOM-3;NOM-PL	şamarlıyor olmayacaklar mıymış
kazanmak	V;NEC;PRS;PROG;POS;DECL;NOM-2;NOM-PL	kazanıyor olmalısınız
delirmek	V;IND;PST;HAB;POS;DECL;NOM-3;NOM-PL	delirirlerdi
gerinmek	V;INFR;FUT;HAB;INTR;POS;NOM-3;NOM-SG	gerinir olacak mıymış
dilber	N;ACC(SG;PSS-3;PSS-SG	dilberini
yıpranmak	V;IND;PST;NEG;DECL;NOM-1;NOM-SG	yıpranmadım
ayrılmak	V;INFR;PRS;PROG;INTR;POS;NOM-3;NOM-SG	ayrılıyor muymuş
kovmamak	V;INFR;FUT;HAB;INTR;POS;NOM-2;NOM-SG	kovar olacak mıymışsın
çalmak	V;IND;PST;PERF;POS;DECL;NOM-2;NOM-SG	çaldıydın
gereksinim	N;GEN-SG	gereksinimin
et	N;ACC(SG;PSS-2;PSS-PL	etinizi
kist	N;ACC(PL;PSS-1;PSS-PL	kistlerimizi
saç fırçası	N;ABL-SG	saç fırçasından
yetki	N;NOM-SG	yetki
durmak	V;IND;PST;HAB;POS;DECL;NOM-2;NOM-PL	dururdunuz
batmak	V;IND;PST;HAB;NEG;DECL;NOM-2;NOM-SG	batmazdın
ikilem	N;NOM-SG	ikilem
iskender	N;ABL(PL;PSS-2;PSS-PL	iskenderlerinizden
bit sineği	N;ABL-SG	bit sineğinden
silmek	V;INFR;FUT;PROG;NEG;DECL;NOM-2;NOM-PL	siliyor olmayacakmışsınız
saydırmak	V;INFR;PST;PRSP;NEG;DECL;NOM-3;NOM-SG	saydırmış olmayacaktı
âmâ	N;ACC-PL	âmâları
imrenmek	V;INFR;PST;NEG;DECL;NOM-3;NOM-SG	imrenmemiş
yumurtalık	N;ACC(SG;PSS-3;PSS-SG	yumurtalığını
sesçi	N;PL;PRS;NOM-3;NOM-PL	sesçilerdir
yetmezlik	N;ACC(PL;PSS-3;PSS-SG	yetmezliklerini
soğan	N;LOC(SG;PSS-2;PSS-SG	soğanında
alfa sürümü	N;DAT-PL	alfa sürümlerine
pişirmek	V;INFR;FUT;PERF;INTR;POS;NOM-1;NOM-SG	pişirmiş olacak mıyım
körfez	N;DAT(PL;PSS-3;PSS-SG	körfezlerine
izlemek	V;IND;PST;PERF;NEG;DECL;NOM-2;NOM-PL	izlemediydiniz
tanımak	V;IND;PST;HAB;POS;DECL;NOM-2;NOM-SG	tanırdın
attırmak	V;NEC;PRS;NEG;INTR;NOM-3;NOM-SG	attırmameli mi
sanmak	V;INFR;PST;PRSP;POS;DECL;NOM-3;NOM-SG	sanmış olacaktı
öldürtmek	V;IND;PRS;PROG;POS;DECL;NOM-1;NOM-PL	öldürtüyoruz
antropoloji	N;ABL-SG	antropolojiden
birleşmek	V;NEC;PRS;POS;DECL;NOM-1;NOM-PL	birleşmeliyiz
leş	N;SG;PRS;NOM-3;NOM-PL	leşler
öpüşmek	V;NEC;PST;PROG;NEG;DECL;NOM-2;NOM-SG	öpüşüyor olmamalıydın
devir	N;NOM(PL;PSS-2;PSS-SG	devirlerin
üşenmek	V;IND;PST;PRSP;NEG;INTR;NOM-2;NOM-SG	üşenmeyecek miydin
dedikodu yapmak	V;INFR;FUT;PROG;INTR;POS;NOM-1;NOM-PL	dedikodu yapıyor olacak mıymışız
devir	N;PL;IND;PST;NOM-1;NOM-PL	devirlerdik
izlemek	V;NEC;PRS;PROG;NEG;DECL;NOM-1;NOM-SG	izliyor olmamalıyım
kapı yapmak	V;INFR;PRS;PROG;NEG;DECL;NOM-1;NOM-SG	kapı yapmıyormuşum
plak	N;LOC(SG;PSS-3;PSS-SG	plağında
çevirmek	V;INFR;FUT;HAB;NEG;INTR;NOM-2;NOM-PL	çevirir olmayacak mıymışsınız
psikoterapi	N;ACC(PL;PSS-3;PSS-SG	psikoterapilerini
elma	N;LOC(SG;PSS-3;PSS-SG	elmasında
büyücü	N;DAT(SG;PSS-3;PSS-SG	büyücüsüne
hastalanmak	V;INFR;FUT;PRSP;INTR;POS;NOM-2;NOM-SG	hastalanacak olacak mıymışsın
tanımak	V;IND;PST;PERF;NEG;INTR;NOM-2;NOM-SG	tanımadı mıydın
acıtmak	V;INFR;PRS;PROG;INTR;POS;NOM-1;NOM-PL	acıtıyor muymuşuz
eskimek	V;NEC;PST;POS;DECL;NOM-2;NOM-PL	eskimeliydiniz
yağlamak	V;IND;FUT;PROG;INTR;POS;NOM-1;NOM-PL	yağlıyor olacak mıyız
kovmamak	V;NEC;PRS;NEG;DECL;NOM-3;NOM-PL	kovmamameliler
tercüman	N;DAT(SG;PSS-3;PSS-SG	tercümanına
sesçi	N;ABL(PL;PSS-3;PSS-SG	sesçilerinden
gözlemek	V;NEC;PRS;PROG;NEG;DECL;NOM-3;NOM-PL	gözlüyor olmamalılar
havlu atmak	V;INFR;FUT;PROG;NEG;DECL;NOM-3;NOM-SG	havlu atıyor olmayacakmış
kovdurmak	V;INFR;FUT;PROG;NEG;INTR;NOM-2;NOM-PL	kovduruyor olmayacak mıymışsınız
telefon rehberi	N;LOC-PL	telefon rehberlerinde
sıyırmak	V;INFR;FUT;HAB;POS;DECL;NOM-3;NOM-SG	sıyırır olacakmış
gözlemek	V;INFR;FUT;NEG;DECL;NOM-1;NOM-SG	gözlemeyecekmişim
saldırmak	V;INFR;FUT;PERF;INTR;POS;NOM-1;NOM-SG	saldırmış olacak mıyım
köpürtmek	V;INFR;FUT;HAB;POS;DECL;NOM-3;NOM-SG	köpürtür olacakmış
çatmak	V;INFR;PST;PERF;POS;DECL;NOM-2;NOM-PL	çatmıştınız
kanıtlamak	V;INFR;PST;NEG;DECL;NOM-3;NOM-SG	kanıtlamamış
gizlemek	V;IND;FUT;POS;DECL;NOM-1;NOM-SG	gizleyeceğim
batmak	V;IND;FUT;NEG;INTR;NOM-1;NOM-PL	batmayacak mıyız
boy ölçüşmek	V;NEC;INFR;PST;NEG;INTR;NOM-2;NOM-PL	boy ölçüşmemeli miymişsiniz
unutmak	V;IND;PST;HAB;NEG;DECL;NOM-3;NOM-SG	unutmazdı
mürekkep balığı	N;GEN-PL	mürekkep balıklarının
döndürmek	V;IND;PST;INTR;POS;NOM-2;NOM-PL	döndürdünüz mü
unutmak	V;IND;PST;HAB;INTR;POS;NOM-1;NOM-PL	unutur muyduk
gerekmek	V;INFR;FUT;PRSP;INTR;POS;NOM-1;NOM-PL	gerekecek olacak mıymışız
kosinüs	N;DAT-SG	kosinüse
kist	N;ABL-SG	kistten
kist	N;LOC(PL;PSS-2;PSS-PL	kistlerinizde
âşık	N;SG;IND;PST;NOM-2;NOM-SG	âşıktın
nene	N;ACC(PL;PSS-3;PSS-SG	nenelerini
düşmek	V;IND;PST;HAB;INTR;POS;NOM-2;NOM-PL	düşer miydiniz
sürtmek	V;IND;FUT;NEG;DECL;NOM-2;NOM-PL	sürtmeyeceksiniz
İngilizceleştirmek	V;IND;FUT;PRSP;POS;DECL;NOM-2;NOM-PL	İngilizceleştirecek olacaksınız
büktürtmemek	V;NEC;INFR;PST;INTR;POS;NOM-1;NOM-SG	büktürtmemeli miymişim
damatlık	N;GEN(PL;PSS-1;PSS-PL	damatlıklarımızın
şaşırttırmak	V;NEC;PRS;POS;DECL;NOM-3;NOM-SG	şaşırttırmeli
uymak	V;INFR;PRS;HAB;NEG;DECL;NOM-3;NOM-SG	uymazmış
öldürtmek	V;NEC;INFR;PST;INTR;POS;NOM-2;NOM-SG	öldürtmeli miymişsin
otogar	N;GEN(SG;PSS-2;PSS-PL	otogarınızın
eskimek	V;IND;PST;PERF;NEG;INTR;NOM-3;NOM-SG	eskimedi miydi
dolap çevirmek	V;NEC;PST;POS;DECL;NOM-3;NOM-SG	dolap çevirmeliydi
imrenmek	V;NEC;PRS;NEG;DECL;NOM-2;NOM-PL	imrenmemelisiniz
satılmak	V;INFR;PST;PERF;NEG;DECL;NOM-3;NOM-PL	satılmamışlardı
çıngırağı çekmek	V;INFR;PST;POS;DECL;NOM-3;NOM-SG	çıngırağı çekmiş
beklemek	V;INFR;FUT;PERF;INTR;POS;NOM-2;NOM-SG	beklemiş olacak mısın
telefon rehberi	N;GEN-SG	telefon rehberinin
kırılmak	V;NEC;PST;INTR;POS;NOM-1;NOM-PL	kırılmalı mıydık
panendeist	N;ABL(PL;PSS-2;PSS-PL	panendeistlerinizden
uzanmak	V;IND;PST;PERF;NEG;INTR;NOM-1;NOM-PL	uzanmadı mıydık
düğün pastası	N;LOC-PL	düğün pastalarında
aşure	N;ABL(SG;PSS-3;PSS-SG	aşuresinden
yaratmak	V;NEC;INFR;PRS;PROG;POS;DECL;NOM-3;NOM-PL	yaratıyor olmalılarmış
büzük	N;ABL(PL;PSS-3;PSS-SG	büzüklerinden
istiridye	N;DAT(SG;PSS-2;PSS-SG	istiridyene
canlandırılmak	V;IND;PST;HAB;PROG;POS;DECL;NOM-1;NOM-PL	canlandırılıyor olurduk
jonglör	N;GEN-PL	jonglörlerin
büktürtmemek	V;IND;FUT;PRSP;INTR;POS;NOM-1;NOM-PL	büktürtüyecek olacak mıyız
değişmek	V;IMP;NEG;DECL;NOM-2;NOM-SG	değişme
büktürtmek	V;IND;PRS;PROG;INTR;POS;NOM-2;NOM-SG	büktürtüyor musun
silkmek	V;NEC;INFR;PST;NEG;DECL;NOM-1;NOM-SG	silkmemeliymişim
hesap	N;ACC-SG	hesabı
pandeist	N;ABL(SG;PSS-2;PSS-PL	pandeistinizden
saç fırçası	N;DAT-SG	saç fırçasına
plak	N;DAT(SG;PSS-2;PSS-SG	plağına
düğün pastası	N;GEN-SG	düğün pastasının
kullanılmak	V;NEC;PRS;PROG;NEG;DECL;NOM-1;NOM-SG	kullanılıyor olmamalıyım
serçe	N;NOM-SG	serçe
tarihçi	N;GEN(SG;PSS-2;PSS-PL	tarihçinizin
geçinmek	V;INFR;PST;NEG;DECL;NOM-2;NOM-PL	geçinmemişsiniz
dakika	N;NOM(SG;PSS-3;PSS-SG	dakikası
saydırtmak	V;IND;PST;PROG;NEG;DECL;NOM-3;NOM-PL	saydırtmıyorlardı
şal	N;GEN(PL;PSS-2;PSS-SG	şallarının
yerleşmek	V;NEC;PST;NEG;DECL;NOM-2;NOM-PL	yerleşmemeliydiniz
saga	N;GEN(SG;PSS-2;PSS-PL	saganızın
dakika	N;DAT(PL;PSS-1;PSS-PL	dakikalarımıza
keş	N;ABL-SG	keşten
karanfil	N;ABL(PL;PSS-1;PSS-PL	karanfillerimizden
ilerletmek	V;INFR;FUT;PROG;NEG;DECL;NOM-1;NOM-PL	ilerletiyor olmayacakmışız
oynamak	V;INFR;FUT;PROG;NEG;INTR;NOM-2;NOM-PL	oynuyor olmayacak mıymışsınız
çatmak	V;IND;FUT;PRSP;POS;DECL;NOM-2;NOM-PL	çatacak olacaksınız
Trabzon hurması	N;LOC-SG	Trabzon hurmasında
yazmak	V;NEC;PRS;PROG;POS;DECL;NOM-1;NOM-SG	yazıyor olmalıyım
sesçi	N;GEN(PL;PSS-2;PSS-SG	sesçilerinin
öpüşmek	V;INFR;FUT;NEG;DECL;NOM-2;NOM-PL	öpüşmeyecekmişsiniz
artmak	V;INFR;PST;SG;INTR;POS;NOM-3	artmış mıymış
ayrılmak	V;IND;PST;INTR;POS;NOM-1;NOM-PL	ayrıldık mı
heyecanlanmak	V;INFR;FUT;HAB;POS;DECL;NOM-2;NOM-SG	heyecanlanır olacakmışsın
içmek	V;IND;PST;HAB;NEG;DECL;NOM-2;NOM-PL	içmezdiniz
gerinmek	V;IND;PST;PRSP;PROG;NEG;DECL;NOM-2;NOM-PL	geriniyor olmayacaktınız
elmas	N;ACC(PL;PSS-2;PSS-PL	elmaslarınızı
katılmak	V;INFR;PST;PRSP;NEG;INTR;NOM-2;NOM-SG	katılmış olmayacak mıydın
diyapazon	N;LOC-PL	diyapazonlarda
yumurtalık	N;LOC(SG;PSS-2;PSS-SG	yumurtalığında
gelmek	V;NEC;INFR;PRS;PROG;NEG;INTR;NOM-2;NOM-SG	geliyor olmamalı mıymışsın
kanmak	V;IND;PST;PRSP;INTR;POS;NOM-2;NOM-PL	kanacak mıydınız
korkutmak	V;NEC;INFR;PRS;PROG;INTR;POS;NOM-1;NOM-PL	korkutuyor olmalı mıymışız
öğütmek	V;IND;PST;PRSP;NEG;INTR;NOM-3;NOM-PL	öğütmeyecekler miydi
irdelemek	V;IMP;LGSPEC2;POS;DECL;NOM-2;NOM-PL	irdeleyiniz
silmek	V;IND;PST;PRSP;NEG;DECL;NOM-1;NOM-PL	silmeyecektik
ehemmiyetlilik	N;ACC(PL;PSS-3;PSS-SG	ehemmiyetliliklerini
yıpranmak	V;IND;PST;HAB;POS;DECL;NOM-1;NOM-PL	yıpranırdık
mağara	N;GEN(SG;PSS-3;PSS-SG	mağarasının
tarım	N;ABL(SG;PSS-3;PSS-SG	tarımından
satmak	V;INFR;PST;PERF;INTR;POS;NOM-1;NOM-SG	satmış mıydım
dalmak	V;INFR;PRS;HAB;INTR;POS;NOM-2;NOM-SG	dalar mıymışsın
germek	V;INFR;PST;PRSP;POS;DECL;NOM-2;NOM-SG	germiş olacaktın
öldürtmek	V;IND;PRS;HAB;NEG;DECL;NOM-2;NOM-PL	öldürtmezsiniz
pandeist	N;NOM(PL;PSS-1;PSS-PL	pandeistlerimiz
gereksinim	N;ACC(SG;PSS-2;PSS-PL	gereksiniminizi
katılmak	V;IND;PST;HAB;NEG;DECL;NOM-3;NOM-PL	katılmazlardı
cimcime	N;GEN(SG;PSS-2;PSS-SG	cimcimenin
attırmak	V;NEC;INFR;PRS;PROG;NEG;INTR;NOM-2;NOM-PL	atırıyor olmamalı mıymışsınız
çıngırağı çekmek	V;INFR;PST;PERF;NEG;INTR;NOM-3;NOM-SG	çıngırağı çekmemiş miydi
altdizin	N;ACC-SG	altdizini
yıpranmak	V;IND;FUT;PRSP;POS;DECL;NOM-1;NOM-SG	yıpranacak olacağım
devinmek	V;INFR;PST;SG;POS;DECL;NOM-3	devinmişmiş
brokoli	N;ABL(SG;PSS-2;PSS-SG	brokolinden
tercüman	N;ABL(PL;PSS-1;PSS-PL	tercümanlarımızdan
oda	N;GEN(PL;PSS-2;PSS-SG	odalarının
ölmek	V;INFR;PRS;HAB;NEG;DECL;NOM-1;NOM-PL	ölmezmişiz
korkutmak	V;NEC;INFR;PST;POS;DECL;NOM-2;NOM-PL	korkutmalıymışsınız
sepet	N;NOM(PL;PSS-2;PSS-SG	sepetlerin
topoloji	N;ABL(SG;PSS-1;PSS-PL	topolojimizden
mağara	N;GEN(SG;PSS-2;PSS-PL	mağaranızın
yazmak	V;NEC;PRS;PROG;POS;DECL;NOM-3;NOM-PL	yazıyor olmalılar
kullanmak	V;INFR;PST;PRSP;POS;DECL;NOM-2;NOM-PL	kullanmış olacaktınız
Abu Dabili	N;GEN(PL;PSS-3;PSS-SG	Abu Dabililerinin
damatlık	N;NOM(PL;PSS-2;PSS-PL	damatlıklarınız
seçmek	V;NEC;PST;NEG;INTR;NOM-2;NOM-PL	seçmemeli miydiniz
sorumluluk	N;NOM-SG	sorumluluk
kıymak	V;IND;PST;HAB;PROG;POS;DECL;NOM-3;NOM-PL	kıyıyor olurlardı
koltuk altı	N;DAT-SG	koltuk altına
yufka	N;ABL-PL	yufkalardan
prostat	N;LOC(SG;PSS-1;PSS-PL	prostatımızda
körfez	N;NOM-PL	körfezler
öldürtmek	V;NEC;PRS;PROG;NEG;INTR;NOM-2;NOM-PL	öldürtüyor olmamalı mısınız
taç yaprak	N;ABL(PL;PSS-3;PSS-SG	taç yapraklarından
coşmak	V;INFR;FUT;PERF;INTR;POS;NOM-3;NOM-PL	coşmuş olacaklar mı
otogar	N;LOC-SG	otogarda
pandeist	N;ACC(PL;PSS-2;PSS-SG	pandeistlerini
gerekmek	V;INFR;FUT;PRSP;NEG;DECL;NOM-3;NOM-PL	gerekecek olmayacaklarmış
çan	N;NOM(SG;PSS-1;PSS-PL	çanımız
Trabzon hurması	N;GEN-SG	Trabzon hurmasının
kapı yapmak	V;NEC;PST;PROG;NEG;INTR;NOM-3;NOM-SG	kapı yapıyor olmamalı mıydı
ısınmak	V;IND;PST;NEG;INTR;NOM-2;NOM-PL	ısınmadınız mı
tütüncü	N;PL;IND;PST;NOM-3;NOM-SG	tütüncülerdi
geliştirmek	V;INFR;PRS;PROG;POS;DECL;NOM-3;NOM-SG	geliştiriyormuş
sözlük	N;NOM(PL;PSS-2;PSS-SG	sözlüklerin
şal	N;LOC(PL;PSS-2;PSS-SG	şallarında
verilmek	V;IND;PST;PRSP;PROG;POS;DECL;NOM-2;NOM-PL	veriliyor olacaktınız
saga	N;NOM(SG;PSS-2;PSS-SG	sagan
konferans	N;ACC(PL;PSS-3;PSS-SG	konferanslarını
ekşimek	V;INFR;FUT;POS;DECL;NOM-3;NOM-PL	ekşiyeceklermiş
sorumluluk	N;NOM(PL;PSS-1;PSS-PL	sorumluluklarımız
yağlayıcı	N;GEN-SG	yağlayıcının
gelişmek	V;NEC;PST;PROG;INTR;POS;NOM-2;NOM-SG	gelişiyor olmalı mıydın
mermi	N;DAT(SG;PSS-2;PSS-PL	merminize
yaymak	V;INFR;PRS;HAB;POS;DECL;NOM-1;NOM-PL	yayarmışız
Trabzon hurması	N;ABL-SG	Trabzon hurmasından
patlamak	V;INFR;PST;SG;INTR;POS;NOM-2	patlamış mıymışsın
öpüşmek	V;INFR;FUT;PROG;POS;DECL;NOM-1;NOM-PL	öpüşüyor olacakmışız
satılmak	V;IND;PRS;PROG;NEG;DECL;NOM-2;NOM-PL	satılmıyorsunuz
ritm	N;GEN(SG;PSS-2;PSS-PL	ritminizin
köpek balığı	N;GEN-SG	köpek balığının
bitirttirmek	V;INFR;PRS;PROG;INTR;POS;NOM-1;NOM-SG	bitirttiriyor muymuşum
taç yaprak	N;ACC(PL;PSS-3;PSS-SG	taç yapraklarını
ilerletmek	V;IND;PST;PERF;INTR;POS;NOM-2;NOM-PL	ilerletti miydiniz
kaynaştırtılmak	V;IND;PST;HAB;PROG;NEG;INTR;NOM-1;NOM-SG	kaynaştırtılıyor olmaz mıydım
artmak	V;INFR;PST;PERF;NEG;DECL;NOM-1;NOM-SG	artmamıştım
saban	N;LOC(SG;PSS-3;PSS-SG	sabanında
dolmak	V;IND;PRS;HAB;POS;DECL;NOM-2;NOM-SG	dolarsın
kaldıraç kuvveti	N;ABL-SG	kaldıraç kuvvetinden
boğmak	V;NEC;PST;PROG;NEG;INTR;NOM-3;NOM-PL	boğuyor olmamalılar mıydı
şaşırttırmak	V;INFR;FUT;PRSP;NEG;DECL;NOM-1;NOM-PL	şaşırttıracak olmayacakmışız
albüm	N;LOC-SG	albümde
kıskanmak	V;NEC;PRS;PROG;INTR;POS;NOM-1;NOM-PL	kıskanıyor olmalı mıyız
işlemek	V;INFR;FUT;HAB;NEG;DECL;NOM-1;NOM-SG	işler olmayacakmışım
sakız topu	N;LOC-SG	sakız topunda
koleksiyon	N;GEN-SG	koleksiyonun
dokumak	V;NEC;INFR;PRS;PROG;INTR;POS;NOM-1;NOM-SG	dokuyor olmalı mıymışım
sözlük	N;SG;PRS;NOM-2;NOM-SG	sözlüksün
içbükey açı	N;ABL-PL	içbükey açılardan
ekşimek	V;IND;PRS;PROG;NEG;DECL;NOM-3;NOM-SG	ekşimiyor
sürülmek	V;INFR;FUT;PERF;NEG;DECL;NOM-2;NOM-PL	sürülmüş olmayacaksınız
tütüncü	N;GEN(PL;PSS-1;PSS-PL	tütüncülerimizin
baklava	N;GEN-PL	baklavaların
kalıbı dinlendirmek	V;IMP;LGSPEC2;NEG;DECL;NOM-2;NOM-PL	kalıbı dinlendirmeyiniz
tütüncü	N;DAT-SG	tütüncüye
can vermek	V;NEC;INFR;PST;POS;DECL;NOM-1;NOM-PL	can vermeliymişiz
sattırmak	V;IND;PRS;HAB;INTR;POS;NOM-1;NOM-PL	sattırır mıyız
bok	N;LOC(SG;PSS-2;PSS-PL	bokunuzda
lise	N;ACC-SG	liseyi
bitirttirmek	V;IND;PST;PERF;INTR;POS;NOM-2;NOM-SG	bitirttirdi miydin
sikişmek	V;IND;PRS;PROG;NEG;INTR;NOM-3;NOM-PL	sikişmiyorlar mı
artmak	V;IND;PRS;HAB;NEG;DECL;NOM-2;NOM-SG	artmazsın
dövüş	N;NOM(PL;PSS-2;PSS-SG	dövüşlerin
tutuşturmak	V;INFR;FUT;PRSP;NEG;DECL;NOM-2;NOM-SG	tutuşturacak olmayacakmışsın
dönmek	V;IND;PST;POS;DECL;NOM-1;NOM-PL	döndük
bıkmak	V;INFR;PRS;HAB;NEG;INTR;NOM-1;NOM-PL	bıkmaz mıymışız
psikoterapi	N;LOC(SG;PSS-1;PSS-PL	psikoterapimizde
kanıtlamak	V;NEC;PRS;PROG;NEG;INTR;NOM-1;NOM-PL	kanıtlıyor olmamalı mıyız
şaşırttırmak	V;IND;PRS;PROG;NEG;INTR;NOM-1;NOM-PL	şaşırttırmıyor muyuz
koleksiyon	N;NOM(SG;PSS-2;PSS-SG	koleksiyonun
germek	V;INFR;PST;PERF;NEG;INTR;NOM-3;NOM-SG	germemiş miydi
yazmak	V;INFR;PST;POS;DECL;NOM-3;NOM-SG	yazmış
germek	V;IND;FUT;PROG;POS;DECL;NOM-1;NOM-SG	geriyor olacağım
hava atmak	V;NEC;PRS;INTR;POS;NOM-2;NOM-PL	hava atmeli misiniz
köfte	N;ABL(PL;PSS-1;PSS-PL	köftelerimizden
kafes bileşik	N;DAT(PL;PSS-1;PSS-PL	kafes bileşiklerimize
bok	N;ABL(SG;PSS-2;PSS-SG	bokundan
boşalmak	V;NEC;INFR;PST;NEG;DECL;NOM-1;NOM-PL	boşalmamalıymışız
yaratmak	V;IND;PST;PRSP;NEG;INTR;NOM-1;NOM-SG	yaratmayacak mıydım
mukavemet	N;NOM-PL	mukavemetler
sürülmek	V;NEC;PST;PROG;POS;DECL;NOM-2;NOM-SG	sürülüyor olmalıydın
unutmak	V;IND;FUT;PRSP;INTR;POS;NOM-3;NOM-SG	unutacak olacak mı
çarpmak	V;IND;FUT;PROG;NEG;INTR;NOM-1;NOM-SG	çarpıyor olmayacak mıyım
